# form	pos	lemma	sense	freq
བགྱིད་སྩལ				
བགྱིས				
བགྱིས་པ	VERB			3954
བགྱིས་ལགས				
བགྱུད་པ				
བགྱེ				
བགྱེར་བ				
བགྱེས				
བགྱོངས				
བགྲ་བཅོམ་པ				
བགྲང				
བགྲང་གཞི				
བགྲང་ཕྲེང				780
བགྲང་བ	VERB			1470
བགྲང་བྱ				
བགྲང་འཕྱེས				
བགྲང་འཕྲེང				42
བགྲང་ཡལ				
བགྲང་ཡས				
བགྲང་ཡས་པ				
བགྲང་ཡོལ				
བགྲང་རྟོགས				
བགྲངས				
བགྲངས་པ				
བགྲད				
བགྲད་པ	VERB			157
བགྲམ་པ				
བགྲིལ་བ				3
བགྲུ				
བགྲུ་བ				
བགྲུགས་པ				
བགྲུང་བ				2
བགྲུངས				15
བགྲུངས་ཆུ				
བགྲུངས་པ				33
བགྲུད				
བགྲུད་པ				
བགྲུས				
བགྲུས་པ				2
བགྲུས་མ				
བགྲུས་འཁོར				
བགྲེ				
བགྲེ་བ				
བགྲེང				
བགྲེང་ཕྲེང				
བགྲེང་བ				
བགྲེན་པ				
བགྲེན་པོ				
བགྲེས				
བགྲེས་ཆེས				
བགྲེས་པ	VERB			114
བགྲེས་པོ	OTHER			160
བགྲེས་མཐོང				
བགྲེས་མོ				6
བགྲེས་ཤོས				
བགྲེས་སོང				2
བགྲེས་སོན				
བགྲོ				
བགྲོ་གླིང				
བགྲོ་གླེང	NOUN			132
བགྲོ་གླེང་པ				
བགྲོ་བ	VERB			206
བགྲོང་བ				
བགྲོངས				11
བགྲོད	VERB			2769
བགྲོད་པ	VERB			2392
བགྲོད་ཕྱོགས				
བགྲོད་བྱ				170
བགྲོད་བྱེད	OTHER			103
བགྲོད་ཚུལ				
བགྲོད་ཡས				
བགྲོད་རིམ				
བགྲོད་ལམ	OTHER			8
བགྲོལ་ལམ				
བགྲོས	VERB			444
བགྲོས་ངན				
བགྲོས་པ	VERB			53
བང	NOUN			446
བང་ཁ				4
བང་ཁང				21
བང་ཁོག				
བང་ཁྲག				1
བང་ཁྲི				
བང་གལ				
བང་གོང				
བང་གཾ				
བང་ཆེན	NOUN			131
བང་ཐང་ཐང				
བང་ནེ				
བང་ཕུད				
བང་ཕྱིན				
བང་བ	NOUN			181
བང་བུ				
བང་བུལ				
བང་མཛོད	NOUN			1557
བང་མི				4
བང་མིག				
བང་ཙི་མེན				
བང་ཚད				3
བང་ཟ				
བང་འགྲོས				
བང་འགྲོས་པ				
བང་འདུར				
བང་ཡུན་རུས				
བང་རལ				
བང་རིམ	NOUN			1975
བང་རྒྱ				
བང་རྒྱུག་པ				
བང་རྒྱུགས				
བང་རྩལ				2
བང་ལྡན				
བང་སོ	OTHER			25
བང་སོའི་དེའུ				
བང་སྒྲིག				
བང་སྒྲོམ				
བང་སྦྲང				
བངས				
བངས་པ				15
བངས་པོ				
བངུན་འབུམ				
བཅ་བཞུགས				
བཅ་ལ				
བཅག	VERB			698
བཅག་གཏོར				
བཅག་ཐག				
བཅག་པ	VERB			284
བཅག་བཅག				
བཅག་བཞུགས				
བཅག་མ				
བཅག་མལ				
བཅག་ཞག				
བཅག་ལྷམ				
བཅག་སྐྱོན				
བཅགས				
བཅགས་གཅོག				
བཅགས་པ	VERB			91
བཅགས་པོ				
བཅགས་བཅགས་ནན་ནན				
བཅང				
བཅང་པ				
བཅང་བ	VERB			358
བཅང་བཅང་ཁྲུག་ཁྲུག				
བཅངས				
བཅངས་པ	VERB			375
བཅད				
བཅད་ཀ				
བཅད་ཀྱིན				
བཅད་ཁ				35
བཅད་ཁྲ				
བཅད་གཏམ				
བཅད་གཏུབ				
བཅད་གདོང				
བཅད་གོང				
བཅད་གྲངས				
བཅད་དུམ				2
བཅད་དོན				
བཅད་པ	VERB			12805
བཅད་པིར				
བཅད་པོ				
བཅད་བཅད་ཁྲིག་ཁྲིག				
བཅད་བཟུང				
བཅད་བརྡར				
བཅད་བྱ				
བཅད་མཚམས				13
བཅད་ཚད				
བཅད་འཕྲོ				7
བཅད་འཕྲོད				
བཅད་འབོར				
བཅད་ཡ				
བཅད་རགས				
བཅད་རྒྱ				58
བཅད་རྨ				
བཅད་ལྡན				
བཅད་ལྡོག				6
བཅད་ལྷག				
བཅད་ལྷུག				
བཅད་ཤེད				
བཅད་ཤེས				273
བཅད་སྐྱེ				
བཅད་སྐྱེས				
བཅད་སྦྱོར				
བཅན་བྱོལ				
བཅབ				
བཅབ་པ				51
བཅབས				
བཅབས་པ				359
བཅམ				
བཅམ་པ				2
བཅམ་པོ				
བཅམ་བཅམ				
བཅམ་བཅོམ				
བཅམས་པ				
བཅའ				
བཅའ་ཀ				7
བཅའ་ཁྲལ				
བཅའ་ཁྲིམས	NOUN			62
བཅའ་ཆས				
བཅའ་དགུ				
བཅའ་དངོས				
བཅའ་བ	VERB			3186
བཅའ་བ་ལྔ				
བཅའ་བཅུ				1
བཅའ་བཅོས				
བཅའ་བསྡུད				
བཅའ་བྱེད				
བཅའ་ཟམ				
བཅའ་འགྲིག				
བཅའ་འདར				
བཅའ་འཕྲང	NOUN			4
བཅའ་འབྱེད				
བཅའ་ཡང				
བཅའ་ཡིག	OTHER			188
བཅའ་ཡོས				
བཅའ་རྩེ				
བཅའ་ལག				5
བཅའ་སྒ				23
བཅའ་སྒྲིག				11
བཅའ་སྡོད	PROPN			
བཅའ་སྲུང				
བཅའ་ཧུ				
བཅར				
བཅར་ཕོག				
བཅར་བ				41
བཅར་བརྟེན				
བཅར་མིག				
བཅར་འདུས				
བཅར་འབྱོར				
བཅར་འོང				
བཅར་ལེབ				1
བཅལ				
བཅལ་བ	VERB			112
བཅལ་བཀྲམ				
བཅལ་ལུང				
བཅས				
བཅས་ཁྲིམས				4
བཅས་གཤོམ				
བཅས་གྲིམས				
བཅས་ཏེ				
བཅས་པ	VERB			61607
བཅས་བཅོས	NOUN			181
བཅས་མཚམས				
བཅས་རང				
བཅས་རྣམས				
བཅས་སུ				
བཅིག				
བཅིགས་པ				
བཅིང				
བཅིང་བ	VERB			1533
བཅིངས				
བཅིངས་གྲོལ				
བཅིངས་ཐག				
བཅིངས་པ	VERB			3923
བཅིངས་བཀྱིགས				
བཅིངས་བཀྲོལ				
བཅིངས་བཙིར				
བཅིངས་ཞགས				
བཅིངས་འགྲོལ				
བཅིངས་ལུམས				
བཅིན				
བཅིན་པ				
བཅིབ				
བཅིབ་པ				1
བཅིབ་རེས				
བཅིབས				
བཅིབས་པ	VERB			37
བཅིར་བ				8
བཅིལ				
བཅིལ་བ				22
བཅུ	NUM			130156
བཅུ་ཀ				
བཅུ་ཁ				
བཅུ་ཁག				
བཅུ་ཁྲམ				
བཅུ་ཁྲལ				
བཅུ་གཅིག				1
བཅུ་གཅིག་པ				
བཅུ་གཉིས				
བཅུ་གཉིས་པ				
བཅུ་གཉིས་མ				
བཅུ་གལ				
བཅུ་གསུམ				
བཅུ་གསུམ་པ				
བཅུ་གྱུར				
བཅུ་ཆ	OTHER			8
བཅུ་ཆ་གཅིག				
བཅུ་ཆ་གསུམ				
བཅུ་ཆ་བརྒྱད				
བཅུ་ཐམ་པ				
བཅུ་ཐེབས				
བཅུ་དགུ				
བཅུ་དཔོན				2
བཅུ་དྲུག				
བཅུ་དྲུག་ཆ				
བཅུ་དྲུག་པ				
བཅུ་ནིང				
བཅུ་པ				
བཅུ་པོ				
བཅུ་ཕོག				
བཅུ་ཕོགས				
བཅུ་ཕྲག				
བཅུ་ཕྲག་བཞི				
བཅུ་ཕྲག་ལྔ				
བཅུ་བ				
བཅུ་བདུན				
བཅུ་བདུན་པ				
བཅུ་བན				
བཅུ་བཞི				
བཅུ་བཞི་པ				
བཅུ་བཞི་སྟོན				
བཅུ་བུད				
བཅུ་མེད				
བཅུ་ཚད				
བཅུ་ཚན				
བཅུ་ཟུར				
བཅུ་འགུག				
བཅུ་འགྱུར				1
བཅུ་འབོ				
བཅུ་འོག				
བཅུ་རེ				
བཅུ་རྫ				
བཅུ་ལྟིར				
བཅུ་ཤིང				
བཅུ་ཤོག				
བཅུ་ཤོད				1
བཅུ་སྐོར				
བཅུ་སྐྱེད				
བཅུ་སྒོར				
བཅུག	VERB			11080
བཅུག་པ	VERB			2751
བཅུག་བཏོན				
བཅུགས				
བཅུགས་མཁན				
བཅུང་པོ				
བཅུང་མོ				
བཅུད	NOUN			14077
བཅུད་གནས				
བཅུད་ཅན				
བཅུད་ནུས				
བཅུད་ཕྲ་མོ				
བཅུད་བཞི				
བཅུད་བཟང				
བཅུད་བསྡུས				
བཅུད་བྲལ				
བཅུད་མཆོག				
བཅུད་ཚོར				4
བཅུད་ཟད				
བཅུད་འགུགས				
བཅུད་འཛིན				8
བཅུད་འཛིན་མ				
བཅུད་རིང				
བཅུད་རྒྱལ				
བཅུད་ལེན	NOUN			1598
བཅུད་ལྡན	OTHER			296
བཅུད་སྐྱེས				
བཅུད་སྦྱིན				3
བཅུན				
བཅུན་པ				
བཅུམ་པ				46
བཅུམས་བཅུམས				
བཅུར				
བཅུར་པ				
བཅུར་བ				3
བཅུས				
བཅུས་དཀྲུག				
བཅུས་པ				45
བཅེ				
བཅེམ				
བཅེམ་པ				2
བཅེམས				
བཅེམས་པ				
བཅེར་བ				21
བཅེར་བུ་པ				
བཅེས				
བཅོ	NUM			14919
བཅོ་པ				
བཅོ་བ				
བཅོ་བརྒྱད				
བཅོ་ལྔ				
བཅོ་ལྔ་པ				
བཅོ་སེམས				
བཅོག་པ				
བཅོག་རྩིས				
བཅོད་མདོག				
བཅོན་འཛུལ				
བཅོམ	VERB			6200
བཅོམ་གཞོག				
བཅོམ་ཆུང				1
བཅོམ་པ	VERB			1860
བཅོམ་བརླག	PROPN			109
བཅོམ་བསྐྱུངས				
བཅོམ་བསྐྱུངས་པ				
བཅོམ་མ				
བཅོམ་འཕྲོག				
བཅོམ་ཡོད				
བཅོམ་རླག				
བཅོམ་རླགས				
བཅོམ་ལན་ལས				
བཅོམ་ལྡན	NOUN			10335
བཅོམ་སྒྱུར				
བཅོམས				
བཅོལ				
བཅོལ་གཏམ				
བཅོལ་གདམས				2
བཅོལ་ཆུང				
བཅོལ་དམ				
བཅོལ་ནོར				1
བཅོལ་པ				
བཅོལ་བ	VERB			790
བཅོལ་བཏམས				
བཅོལ་མ				7
བཅོལ་མཛོད				
བཅོལ་འཇོག				
བཅོལ་ཡུལ				
བཅོལ་ལེན				
བཅོལ་ལྟོགས				
བཅོལ་ལྡམ				
བཅོལ་ས				
བཅོས				
བཅོས་ཀ				30
བཅོས་ཉེས				
བཅོས་ཐབས	OTHER			170
བཅོས་པ	VERB			2182
བཅོས་བཅོས				
བཅོས་བཟང				
བཅོས་བཟོ				
བཅོས་བསྒྱུར	OTHER			15
བཅོས་བསླད				
བཅོས་བུ	NOUN			19
བཅོས་བྱེད				
བཅོས་མ	NOUN			1075
བཅོས་མིན				186
བཅོས་འགྱུར				
བཅོས་འཅིང				
བཅོས་འཛུགས				
བཅོས་རུང་བ				
བཅོས་རྒྱག				
བཅོས་ལས				
བཅོས་སྒོ				
བཅོས་སྒྱུར				
བཅོས་སྒྲིག	OTHER			
བཅོས་སྒྲིགས				
བཅོས་སྒྲུང				
བཅྭ				
བཅྭ་བརྒྱད				
བཅྭ་ཚེ				
བཅྭ་ཧུ				
བཅྭའ་བརྡར				
བཆུ་གསུམ				
བཆུག་རས				
བཉལ་བཆད				
བཏ་ཏི				
བཏག				121
བཏག་གྲོལ				
བཏག་པ				44
བཏག་སོ				
བཏགས				
བཏགས་གཞི				
བཏགས་གྲུབ				
བཏགས་གྲོལ				
བཏགས་ཆོས				35
བཏགས་དོན				
བཏགས་པ	VERB			11810
བཏགས་མ				8
བཏགས་མིང				13
བཏགས་ཙམ				
བཏགས་ཞི				
བཏགས་ཡོད				
བཏགས་སོ				
བཏང				
བཏང་གཞག				
བཏང་ཐོ				
བཏང་དཔྱལ				
བཏང་བ	VERB			4377
བཏང་བཏང				
བཏང་བཏང་བྱུང་བྱུང				
བཏང་བཞག				
བཏང་བཟུང	PROPN			141
བཏང་འདོགས				
བཏང་ཡས				
བཏང་ཡིག				
བཏང་ལྷག				
བཏང་ཤོར				
བཏང་སེམས				
བཏང་སྙོམ				
བཏང་སྙོམས	NOUN			4949
བཏང་སྨྱོམས				
བཏད				
བཏད་པ				
བཏབ				
བཏབ་པ	VERB			7001
བཏམ				
བཏམ་པ				1
བཏམས་པ				27
བཏའ་བ				
བཏིག				6
བཏིག་པ				
བཏིགས				
བཏིགས་པ				
བཏིང				
བཏིང་བ	VERB			595
བཏིངས				
བཏིབས				
བཏུ				
བཏུ་བ				330
བཏུག་པ				
བཏུང				
བཏུང་ཆུ				
བཏུང་བ	VERB			2868
བཏུང་བཅིལ				
བཏུང་བྱ				46
བཏུང་འདོད				
བཏུང་སྣོད				2
བཏུངས				
བཏུངས་པ	VERB			7
བཏུངས་ལྷག				
བཏུད				
བཏུད་པ	VERB			324
བཏུབ				
བཏུབ་ཐང				
བཏུབ་པ				
བཏུབས				
བཏུབས་པ				
བཏུམ				
བཏུམ་པ				
བཏུམ་ཕོག				
བཏུམས				
བཏུམས་པ				12
བཏུམས་རྒྱ				
བཏུར				
བཏུལ				
བཏུལ་བ	VERB			417
བཏུལ་བཅིལ				1
བཏུལ་མ				12
བཏུལ་སླ་པོ				
བཏུས				
བཏུས་པ	VERB			480
བཏེག	VERB			1212
བཏེག་པ				
བཏེག་བཏེག				
བཏེགས				
བཏེར་སྟོན				
བཏོག				18
བཏོག་དེག				
བཏོག་པ				
བཏོགས				
བཏོགས་པ				27
བཏོང				
བཏོད				
བཏོད་པ				120
བཏོན				
བཏོན་ཁྲལ				
བཏོན་པ	VERB			646
བཏོན་ར				
བཏོན་རྒྱ				
བཏོར				
བཏོལ་བ				
བཐགས				
བཐབ				
བཐབ་ཕ				
བཐོགས				
བད	VERB			1413
བད་ཀ				
བད་ཀན	OTHER			705
བད་ཁ				1
བད་ཁྲག				
བད་གཡམ				
བད་གྱམ				
བད་ཏི་ཀ				
བད་ཐོར				1
བད་ནག				
བད་པ	VERB			11
བད་པིར				
བད་ཕུར				
བད་བད				
བད་མཁྲིས				23
བད་མཆུ				
བད་ཚད				
བད་ཚལ				
བད་འདལ				
བད་རྩ				
བད་རླིང				
བད་ས				
བད་སྐྲན				
བད་སྨུག				
བད་སྲིན				
བདག	PRON			255324
བདག་ཁྱིམ				
བདག་གཅེས				
བདག་གཉིས				
བདག་གཉེར	OTHER			7
བདག་གཞན	NOUN			3139
བདག་གཞི				
བདག་གཟའ				
བདག་གཟུང				
བདག་ཅག				
བདག་ཆགས				
བདག་ཆེན				
བདག་ཉམས་པ				
བདག་ཉིད	NOUN			17174
བདག་ཉེར				
བདག་ཐོབ				17
བདག་དངོས				
བདག་དབང	OTHER			37
བདག་དོན				
བདག་པ	VERB			40
བདག་པོ	NOUN			14403
བདག་བཅོལ				
བདག་བཟུང				1
བདག་བསྐྱེད	OTHER			265
བདག་བསྟོད				
བདག་བྱེད				2
བདག་མཚན				
བདག་མེད	ADJ			11270
བདག་མེད་མ				
བདག་མོ	NOUN			1208
བདག་ཞེན				
བདག་འཇག				
བདག་འཇུག	OTHER			193
བདག་འདྲ				
བདག་འབྲས				
བདག་འཚོལ				
བདག་འཛིན				
བདག་ཡོན				
བདག་རས				
བདག་རིག				
བདག་རྐྱེན				
བདག་རྒྱུད				
བདག་རྨང				
བདག་ལྟ				
བདག་ལྡན				1
བདག་སོགས				
བདག་སྐྱེད				
བདག་སྐྱེས				7
བདག་སྐྱོང				
བདག་སྒྲ				1
བདག་སྤྲོད	OTHER			1
བདག་སྲུང				
བདག་སྲེད				
བདགས་པ				
བདགས་ཡོད				
བདང་དགོང				
བདང་སྙོམས				
བདམ				
བདམ་གསེས				
བདམ་པ				11
བདམས				
བདམས་ཉོ				
བདམས་ཐོན				
བདམས་པ	VERB			5
བདམས་སྙིགས				
བདའ་དར				
བདའ་བ	VERB			82
བདའ་འདེད				1
བདར				
བདར་གསས				
བདར་བ	VERB			136
བདར་འཕྲོ				
བདར་རྡོ				
བདར་ཤ				
བདར་སྤོས				
བདལ་གླ				
བདལ་བ	VERB			71
བདལ་འབུམ				
བདས				
བདས་པ	VERB			105
བདུ་མེད				
བདུག				631
བདུག་པ				
བདུག་རྫས				46
བདུག་ཤིང				1
བདུག་སྤས				
བདུག་སྤོས	NOUN			1561
བདུག་སྤོས་མ				
བདུག་སྤྱད				
བདུགས				462
བདུགས་པ				76
བདུང				
བདུང་བ				3
བདུངས	VERB			33
བདུངས་པ	VERB			33
བདུད	NOUN			31976
བདུད་ཆས				
བདུད་དཔུང	NOUN			742
བདུད་དྲུག				
བདུད་བཏུལ				
བདུད་བཞི				
བདུད་བྱ				
བདུད་བྲལ་མ				
བདུད་བློན				11
བདུད་མགོན				
བདུད་མོ	NOUN			450
བདུད་ཞུགས				5
བདུད་འཇོམས				
བདུད་འཐུལ				
བདུད་འདུལ	OTHER			96
བདུད་རིགས				
བདུད་རྒན				
བདུད་རྒྱལ	OTHER			32
བདུད་རྗེ				
བདུད་རྩི	NOUN			23957
བདུད་རྫས				
བདུད་ལྔ				
བདུད་སྡེ				
བདུད་སྲིན				24
བདུན				
བདུན་ཀ				
བདུན་ཁྲི				
བདུན་གཅིག				
བདུན་གཉིས				
བདུན་གསུམ				
བདུན་ཅུ				
བདུན་ཅུ་དོན་གཅིག				
བདུན་ཅུ་དོན་གཉིས				
བདུན་ཅུ་དོན་གསུམ				
བདུན་ཅུ་དོན་དགུ				
བདུན་ཅུ་དོན་དྲུག				
བདུན་ཅུ་དོན་བདུན				
བདུན་ཅུ་དོན་བཞི				
བདུན་ཅུ་དོན་བརྒྱད				
བདུན་ཅུ་དོན་ལྔ				
བདུན་ཅུ་པ				
བདུན་ཅུ་རྩ་གཅིག				
བདུན་ཅུ་རྩ་གཉིས				
བདུན་ཅུ་རྩ་གསུམ				
བདུན་ཅུ་རྩ་དགུ				
བདུན་ཅུ་རྩ་དྲུག				
བདུན་ཅུ་རྩ་བདུན				
བདུན་ཅུ་རྩ་བཞི				
བདུན་ཅུ་རྩ་བརྒྱད				
བདུན་ཅུ་རྩ་ལྔ				
བདུན་ཇུས				
བདུན་པ				
བདུན་པར				
བདུན་པོ				
བདུན་ཕྲག				
བདུན་བཅུ				
བདུན་བཅུ་དོན་གཅིག				
བདུན་བཅུ་དོན་གཉིས				
བདུན་བཅུ་དོན་གསུམ				
བདུན་བཅུ་དོན་དགུ				
བདུན་བཅུ་དོན་དྲུག				
བདུན་བཅུ་དོན་བདུན				
བདུན་བཅུ་དོན་བཞི				
བདུན་བཅུ་དོན་བརྒྱད				
བདུན་བཅུ་དོན་ལྔ				
བདུན་བཅུ་རྩ་གཅིག				
བདུན་བཅུ་རྩ་གཉིས				
བདུན་བཅུ་རྩ་གསུམ				
བདུན་བཅུ་རྩ་དགུ				
བདུན་བཅུ་རྩ་དྲུག				
བདུན་བཅུ་རྩ་བདུན				
བདུན་བཅུ་རྩ་བཞི				
བདུན་བཅུ་རྩ་བརྒྱད				
བདུན་བཅུ་རྩ་ལྔ				
བདུན་བཙས				
བདུན་བརྒྱ				
བདུན་བརྒྱུད				
བདུན་བསྟོད				
བདུན་ཚིག				
བདུན་ཚིགས				
བདུན་ཟུར				
བདུན་འབུམ				
བདུན་རེ				
བདུན་ལྡན				
བདུན་སྐྱེད				
བདུན་སྟོང				
བདུན་སྟོང་ལྔ་བརྒྱ				
བདུར་བ				
བདུས				
བདེ				
བདེ་ཁོད				
བདེ་ཁྲིལ་ལེ				
བདེ་གནས				
བདེ་གཟར				7
བདེ་གཤེགས	NOUN			2556
བདེ་ཅན				
བདེ་ཆག				
བདེ་ཆས				3
བདེ་ཆེན	NOUN			15043
བདེ་ཉམས				
བདེ་ཐང	OTHER			4
བདེ་ཐབས				
བདེ་དགའ				82
བདེ་དགེ				
བདེ་དགྱེས				
བདེ་དོག				11
བདེ་དོན				
བདེ་དྭངས				
བདེ་དྲོད				
བདེ་ནང				
བདེ་པོ				36
བདེ་བ	VERB			55020
བདེ་བགྲོད	OTHER			
བདེ་བདེ				
བདེ་བདེ་ལྡན་ལྡན				
བདེ་བདེ་ལྷོད་ལྷོད				
བདེ་བརྗོད				1
བདེ་བརྟེན				
བདེ་བྱེད	PROPN			526
བདེ་བླག	ADJ			2174
བདེ་མཆོག	PROPN			5787
བདེ་མིན				48
བདེ་མེ་རེ				
བདེ་མེད				57
བདེ་མོ	ADJ			70
བདེ་ཞིབ				
བདེ་འཁོད				
བདེ་འགྲོ	NOUN			947
བདེ་འགྲོད				
བདེ་འཇགས	OTHER			6
བདེ་འཐུང				1
བདེ་འབྱམས				
བདེ་འབྱིན				
བདེ་འབྱུང	NOUN			271
བདེ་འབྱོར				
བདེ་ཡངས				20
བདེ་རྩ				
བདེ་རྩལ				
བདེ་ལེགས	NOUN			3918
བདེ་ལྡན				400
བདེ་ལྡན་མ				
བདེ་ལྷིང				
བདེ་ལྷིངས				
བདེ་ལྷོད				1
བདེ་ཤེས				
བདེ་ཤོས				
བདེ་སོགས་མ				
བདེ་སྐྱིད	NOUN			1681
བདེ་སྐྱོང	OTHER			263
བདེ་སྟོང	NOUN			3154
བདེ་སྡུག	OTHER			2687
བདེ་སྣང				
བདེ་སྤྱོད				
བདེ་སྲུང				
བདེག				
བདེན				1
བདེན་གཏམ	OTHER			28
བདེན་གསོལ				
བདེན་གྲུབ				1164
བདེན་ངེས				
བདེན་ཏེ				
བདེན་ཐུབ				
བདེན་དངོས				
བདེན་དཔང	OTHER			15
བདེན་དབང				
བདེན་དོན				
བདེན་ནོ				
བདེན་པ	VERB			37214
བདེན་པོ				
བདེན་བདེན				
བདེན་བདེན་པ				
བདེན་བཞི				
བདེན་བཤེར				
བདེན་བྲལ				355
བདེན་མཐོང				
བདེན་མེད				
བདེན་ཚིག	OTHER			652
བདེན་ཚུལ				
བདེན་ཞེན				
བདེན་འབྲེལ				1
བདེན་འཛིན				1698
བདེན་རྟགས				
བདེན་རྫུན	NOUN			219
བདེན་སྟོང				33
བདེན་སྨྲ				
བདེན་སྨྲ་བ				
བདེའི་རྒྱུ				
བདེའོ				
བདེར				
བདེར་གནས				
བདེར་གཤེགས	OTHER			
བདེར་བཀོད				
བདེར་བགྲོད				
བདེར་འཚོ				
བདེར་རློམ				
བདོ				
བདོ་བ	VERB			134
བདོ་འཕྲོ				
བདོག	VERB			457
བདོག་དངོས				
བདོག་པ				
བདོར				5
བདོལ				1
བདྲུ་བ				
བན	OTHER			449
བན་ཀླང				
བན་གཟན				
བན་གཟུགས				15
བན་གླང				
བན་ཆུང	NOUN			109
བན་ཆེན				8
བན་ཏ				
བན་ཏ་ཤ་ཀ				
བན་ད་རུ				
བན་དེ	NOUN			102
བན་དེ་མོ				
བན་དྷ				
བན་དྷུ་ཀ				
བན་དྷེ				
བན་ནི་བུན་ནི				
བན་པ་རྗེ				
བན་བཙུན	NOUN			30
བན་བུན				114
བན་བོན	OTHER			461
བན་མཆོངས				
བན་མོ				5
བན་ཞུ				
བན་ཞྭ				
བན་ཟོན				
བན་རལ				2
བན་རྒན	OTHER			67
བན་རྩ				
བན་ལ				
བན་ལང				4
བན་ལུན				
བན་ལོག				
བན་ལྷམ				
བན་སྐྱ				8
བན་སྡེ				2
བན་སྤྲང				4
བནདེ				
བནུ				
བབ	VERB			6709
བབ་ཁེབས				
བབ་གཟིགས				
བབ་ཅོལ	NOUN			110
བབ་ཆ				
བབ་ཆགས				
བབ་ཆུ				
བབ་ཆོད				
བབ་ཆོལ				23
བབ་ཐང				
བབ་པ	VERB			3149
བབ་བབ				
བབ་བརླིང				
བབ་བལྟ				
བབ་བསྟུན				
བབ་བླ				
བབ་མཚུངས				
བབ་མལ				1
བབ་མོ				
བབ་ཚུལ				
བབ་འབྲེལ				
བབ་འོས				
བབ་ལ				
བབ་ལྟ				
བབ་ལྷིང				
བབ་ས				
བབ༹ླུགས་སྣོད				
བབས	VERB			6660
བབས་ཁུར				
བབས་གཞིས				
བབས་གསེད				
བབས་ཆགས				
བབས་ཆགས་པ				
བབས་ཏོག་ཏོག				
བབས་ཐང				
བབས་ཐོབ				
བབས་པ	VERB			2644
བབས་བཀོད				
བབས་བསྟུན				
བབས་མཚུངས				
བབས་ཚུགས				
བབས་ཚོད				
བབས་འབྲེལ				3
བབས་འོས				
བབས་ལྷིང				
བབས་ས				
བབས་སོ				
བབས་སྟེགས				
བབས་སྤར				
བབས་སྨེ				
བམ				
བམ་ཀྱོག				
བམ་ཆག				
བམ་ཆེ་བ				
བམ་ཆེན				
བམ་དྲི				
བམ་ནད				
བམ་པ				82
བམ་པོ	NOUN			2774
བམ་བ་མི				
བམ་ཚ				
བམ་རིལ				27
བམ་རོ				110
བམ་སྐྲངས				1
བམ་སྒྲུབ				2
བཙ				
བཙ་པ				
བཙ་བ				
བཙ་སྒོ				
བཙག				213
བཙག་གདན				
བཙག་ཐང				
བཙག་པ				11
བཙག་མ				
བཙག་མོ				
བཙག་ཡུག				
བཙག་རི				
བཙག་རྡོ				
བཙག་ལུང				
བཙག་སྦུག				
བཙགས				
བཙགས་པ				101
བཙགས་མ				
བཙང				
བཙང་བ				2
བཙངས				
བཙངས་པ				1
བཙད་པོ				156
བཙན	VERB			1640
བཙན་ཁང	NOUN			7
བཙན་ཁྲིད				
བཙན་གཅོད				1
བཙན་གཏམ				1
བཙན་གདོང				
བཙན་གནོད				1
བཙན་གནོན				
བཙན་གཡེམ				
བཙན་གཡོག				
བཙན་གོས				
བཙན་ངག				2
བཙན་ཆ				
བཙན་ཆས				
བཙན་ཆོད				
བཙན་ཉམས				
བཙན་ཐབས	NOUN			994
བཙན་ཐར				
བཙན་ཐོད				
བཙན་དགོན				
བཙན་དབང	OTHER			13
བཙན་དམག				49
བཙན་དམར				16
བཙན་དུག	NOUN			355
བཙན་དེད				
བཙན་པ	VERB			146
བཙན་པོ	NOUN			324
བཙན་ཕུལ				
བཙན་ཕོ				
བཙན་ཕྱུག				
བཙན་བཀག				
བཙན་བཀའ				
བཙན་བཀུག				
བཙན་བཙུགས				
བཙན་བཟུང				4
བཙན་བཟོས				
བཙན་བརྗིད				
བཙན་བརྫུལ				
བཙན་བཤགས				
བཙན་བཤད				
བཙན་བསྐུལ				1
བཙན་བྱོལ				
བཙན་མཁར				
བཙན་མདོས				3
བཙན་མོ				10
བཙན་ཞ				
བཙན་ཞན				
བཙན་ཞྭ				
བཙན་ཟོས				
བཙན་འཁྱེར				
བཙན་འཁྲིག				
བཙན་འཁྲིད				
བཙན་འགག				1
བཙན་འགེལ				
བཙན་འགོག				
བཙན་འགྲུས				
བཙན་འཆང				
བཙན་འཇིང				9
བཙན་འདེད				
བཙན་འཕྲོག				9
བཙན་འཛིང				
བཙན་འཛུལ	OTHER			1
བཙན་ར				
བཙན་རུབ				
བཙན་རྒོད				496
བཙན་རྒོལ				
བཙན་རྒྱལ				
བཙན་རྩུབ				
བཙན་རྫོང				27
བཙན་ལེན				
བཙན་ལྔ				2
བཙན་ལྷ				4
བཙན་ཤུགས				3
བཙན་ཤེད				
བཙན་ས	VERB			309
བཙན་སྐུལ				
བཙན་སྐྱིལ				
བཙན་སྒམ				
བཙན་སྒྲིལ				
བཙན་སྙ				
བཙན་སྙེག				
བཙན་སྡིགས				
བཙན་སྡོད				
བཙན་སྦྲེལ				
བཙན་སྲུང				
བཙན་ཧམ				
བཙབ				
བཙབ་པ				1
བཙབ་ཙག་པ				
བཙབ་སྟན				
བཙབ་སྲང				
བཙབས				
བཙབས་པ				7
བཙབས་རལ				
བཙམ་པ	VERB			18
བཙམས				
བཙམས་པ				20
བཙའ				45
བཙའ་ཅན				
བཙའ་ཆུ				
