# form	pos	lemma	sense	freq
བཙའ་ཐན				20
བཙའ་པ				
བཙའ་བ	VERB			76
བཙའ་བརྒྱབ				
བཙའ་བུ				
བཙའ་མ				3
བཙའ་ཟུག				
བཙའ་སྒོ				
བཙལ				
བཙལ་ཀྱང				
བཙལ་བ	VERB			1221
བཙལ་བྱ				
བཙལ་འཚོལ				
བཙལ་ལགས				
བཙས	VERB			1634
བཙས་ཆེན				5
བཙས་པ	VERB			474
བཙས་མ				
བཙས་ཟླ				
བཙས་རྨས				
བཙས་སྐར				
བཙས་སྟོན				
བཙིང				
བཙིར				
བཙིར་གནོན				
བཙིར་བ	VERB			162
བཙིར་རི་འུར་རི				
བཙིར་སྐད				
བཙུག				
བཙུག་གཙུགས				
བཙུག་པ				
བཙུགས				
བཙུགས་པ	VERB			880
བཙུགས་ཕྲུག				
བཙུགས་ལེག				
བཙུགས་ཤིང				
བཙུད				
བཙུད་པ	VERB			150
བཙུན				
བཙུན་ཁྲལ				
བཙུན་གཞོན				
བཙུན་གཟུགས				
བཙུན་ཆུང				
བཙུན་པ	NOUN			13895
བཙུན་པོ				114
བཙུན་མ	ADJ			356
བཙུན་མོ	NOUN			3857
བཙུན་རྒན				20
བཙུབས				
བཙུམ				
བཙུམ་པ				95
བཙུམ་རོགས				
བཙུམས				
བཙུམས་པ				11
བཙེ				
བཙེ་བ				
བཙེ་རྒོད				
བཙེགས་པ				
བཙེགས་མ				
བཙེངས་པ				
བཙེན				
བཙེམ				
བཙེམ་པ				19
བཙེམས				
བཙེམས་པ	VERB			31
བཙེས				
བཙེས་པ				
བཙོ				34
བཙོ་ཁང				
བཙོ་གསེར				
བཙོ་བ	VERB			122
བཙོ་བསྲེགས				
བཙོ་བྱང				
བཙོ་བླག				219
བཙོ་མ	ADJ			457
བཙོ་ཟན				
བཙོ་རྫ				1
བཙོ་ལག				
བཙོ་ལུམས				
བཙོ་སྦྱང	OTHER			
བཙོག	VERB			235
བཙོག་གཏམ				
བཙོག་གུམ				
བཙོག་གྲིབ				
བཙོག་ཆུ				
བཙོག་དམེ				
བཙོག་དྲེག				
བཙོག་ནལ				
བཙོག་པ	VERB			101
བཙོག་པོ				4
བཙོག་འཇིགས				
བཙོག་འཕྱར				
བཙོག་ལྟ				
བཙོག་ལྷག				
བཙོག་སེལ				
བཙོགས				
བཙོགས་པ	VERB			3
བཙོང	VERB			343
བཙོང་ཇ				
བཙོང་ནག				
བཙོང་བ				21
བཙོངས				
བཙོངས་པ	VERB			51
བཙོངས་འཛོན				
བཙོད				116
བཙོད་མདོག				3
བཙོད་ཞིང				
བཙོད་འབྲུ				
བཙོན	NOUN			1033
བཙོན་ཁང	OTHER			197
བཙོན་གཉེར				
བཙོན་གལ				
བཙོན་གྲོལ				
བཙོན་ཆས				1
བཙོན་ཏོ				
བཙོན་དུས				
བཙོན་དོང				
བཙོན་པ	OTHER			24
བཙོན་བཅུག				
བཙོན་བུ				
བཙོན་འགྲུས				
བཙོན་འགྲོལ				
བཙོན་འཇུག				
བཙོན་ཡོན				
བཙོན་ར	NOUN			100
བཙོན་རར				
བཙོན་རྫི				2
བཙོན་ལྟོ				
བཙོན་སྒར				
བཙོན་སྒྲུས				
བཙོན་སྲུང				
བཙོལ				
བཙོལ་བ				
བཙོས				
བཙོས་ཁེངས				
བཙོས་པ	VERB			386
བཙོས་མ				2
བཙོས་ཧྲུག				
བཛ་ཧེ་རུ་ཀ				
བཛུན་དུ				
བཛྲ་གུ་རུ				
བཛྲ་ས་ན				
བཞག	VERB			34645
བཞག་གིན				
བཞག་གྲོལ				
བཞག་ཐབས				
བཞག་དངུལ				
བཞག་པ	VERB			14947
བཞག་བྲ				
བཞག་ཙམ				
བཞག་འོག				
བཞག་ཤ				3
བཞག་ས				
བཞག་སྒོར				
བཞག་སྟེགས				
བཞགས་པ				2
བཞད	VERB			871
བཞད་ཁ་མ				
བཞད་གད	NOUN			863
བཞད་དཀར				
བཞད་པ	PROPN			499
བཞད་པ་མོ				
བཞད་བརྒད				
བཞད་མོ				41
བཞད་འཕྱ				
བཞད་ལྡན་མ				
བཞབ				
བཞབ་པ				
བཞབས				
བཞབས་པ				
བཞམས	VERB			460
བཞམས་པ				6
བཞམས་པོ				
བཞམས་བསྒོ				
བཞའ				
བཞའ་བ				
བཞའ་བརླན				
བཞའ་ཚད				
བཞའ་ཚན				
བཞའ་རླན				
བཞའ་སྐམ				
བཞའ་སྤབས				
བཞར				
བཞར་བ				50
བཞར་རྒྱག				
བཞར་སྐྲ་པ				
བཞི	NUM			151745
བཞི་ཁ				
བཞི་ཁྲི				
བཞི་ག				
བཞི་གཤེད				5
བཞི་གླིང				
བཞི་ཅན				
བཞི་ཆ				97
བཞི་ཆག				
བཞི་ཐང				
བཞི་ཐུན				
བཞི་ནམ				
བཞི་པ	ADJ			37083
བཞི་པར				
བཞི་པོ	NUM			11909
བཞི་བཅུ				
བཞི་བཅུ་པོ				
བཞི་བརྒྱ				
བཞི་བརྒྱ་པ	PROPN			171
བཞི་མཆོད				
བཞི་མཉམ				40
བཞི་མདོ	NOUN			5
བཞི་ཚད				
བཞི་ཚན				
བཞི་ཚོགས				
བཞི་ཟུར				4
བཞི་འབུམ				
བཞི་ལིང				
བཞི་ལྡན				
བཞི་ལྡབ				
བཞི་ཤད				4
བཞི་སྐོར				5
བཞི་སྟོང				
བཞི་སྣ				
བཞི་སྦྲེལ				
བཞིག				
བཞིན	NOUN			267940
བཞིན་ཁྱིམ				
བཞིན་ངན				
བཞིན་དམན				
བཞིན་ནག				
བཞིན་པ				
བཞིན་བཞིན				
བཞིན་བཟང				90
བཞིན་བཟང་མ				
བཞིན་མ				
བཞིན་མདངས				2
བཞིན་འགྱུར				
བཞིན་འདུག				
བཞིན་འདྲ				
བཞིན་འཛུམ				
བཞིན་རས	OTHER			12
བཞིན་ལག				
བཞིན་ལེགས				
བཞིན་ལེགས་མ				
བཞིན་སྟབས				
བཞིན་སྡུད				
བཞིན་སྣང				
བཞིན་སྣོད				
བཞིབ				
བཞིབས				
བཞིབས་པ				
བཞིས་བྱེས				
བཞིས་སྒོ				
བཞུ				
བཞུ་ཁུ				
བཞུ་གནས				
བཞུ་ཐོར				
བཞུ་བ	VERB			164
བཞུ་བརྟུལ				
བཞུ་བྱ				
བཞུ་བྱེད				
བཞུ་མར				
བཞུ་འཇུག				
བཞུ་འདུལ				
བཞུ་འབུལ				
བཞུ་རྫས				
བཞུ་ཤེལ				
བཞུགས				
བཞུགས་ཁྲི				13
བཞུགས་གདན	NOUN			109
བཞུགས་གནས				
བཞུགས་གསོལ				
བཞུགས་གུར				
བཞུགས་གྲལ	OTHER			39
བཞུགས་གྲོགས				
བཞུགས་གླིང				
བཞུགས་པ	VERB			11993
བཞུགས་བྲང				
བཞུགས་མཚེར				
བཞུགས་མོལ	OTHER			
བཞུགས་ཚུལ				
བཞུགས་འདུག				
བཞུགས་འབོལ				
བཞུགས་ཡུལ				
བཞུགས་ཤིག				
བཞུགས་ས				
བཞུགས་སོ				
བཞུགས་སྒར				7
བཞུགས་སྒྲིག				
བཞུགས་སྒྲོམ				
བཞུགས་སྟངས				192
བཞུགས་སྟན				
བཞུད				
བཞུད་ཀར				
བཞུད་གྲུལ				
བཞུད་ཏ				
བཞུད་པ	VERB			274
བཞུན				
བཞུན་པ				
བཞུན་པོ				
བཞུམས				
བཞུར				
བཞུར་པོ				
བཞུར་བ	VERB			9
བཞུར་ཚད				
བཞུར་འགྲོ				
བཞུར་རུང				
བཞུར་རྒྱག				
བཞུར་རྩི				
བཞུར་རྫས				
བཞུར་སྡེབ				
བཞུས				81
བཞུས་པ				56
བཞུས་མ				
བཞུས་ཤེལ				
བཞེང				
བཞེང་བ				18
བཞེང་རྒྱུ				
བཞེངས				
བཞེངས་པ	VERB			1688
བཞེངས་བཞུགས				
བཞེངས་འདུག				
བཞེངས་ཤིག				
བཞེངས་སྟབས				158
བཞེད				
བཞེད་གཞི				
བཞེད་གཞུང				
བཞེད་དགོངས				
བཞེད་དོན	OTHER			489
བཞེད་པ	VERB			6509
བཞེད་མཁན				
བཞེད་ཚུལ	VERB			149
བཞེད་ཟས				
བཞེད་འཚལ				
བཞེད་ལུགས				55
བཞེད་སྲོལ	OTHER			133
བཞེན				21
བཞེན་པ				
བཞེན་བཏབ				
བཞེར				
བཞེར་བ				
བཞེས	VERB			18095
བཞེས་ཁམ				
བཞེས་ཁུག				
བཞེས་ཁྲུང				
བཞེས་གྲོ				
བཞེས་ཅན				
བཞེས་ཆས				
བཞེས་ཉུང				
བཞེས་ཐ				
བཞེས་ཐག				
བཞེས་ཐུག				
བཞེས་ཐུར				
བཞེས་དྲུངས				
བཞེས་ན				
བཞེས་པ	VERB			1811
བཞེས་པག				
བཞེས་པོ				
བཞེས་ཕོར				
བཞེས་བྱད				
བཞེས་མོག				
བཞེས་ཚལ				
བཞེས་ཚིལ				
བཞེས་ཚུལ				
བཞེས་ཚོགས				
བཞེས་ཟག				
བཞེས་འབྲས				
བཞེས་རག				
བཞེས་རྒྱོང				
བཞེས་རྩེ				
བཞེས་ལག				
བཞེས་ལུ་མ				
བཞེས་ལྡན				
བཞེས་ཤ				
བཞེས་ཤིག				
བཞེས་སྒང				
བཞེས་སྒོ				
བཞེས་སྒྱུ				
བཞེས་སྡོར				
བཞེས་སྤྲོ				1
བཞེས་སྤྲོ་བ				
བཞེས་སྲོལ				
བཞོ				
བཞོ་ཐག				
བཞོ་བ				15
བཞོ་མ				
བཞོ་ཞྭ				
བཞོ་ཟོ				
བཞོ་སྟེགས				1
བཞོག				27
བཞོག་པ				
བཞོག་སྤྱད				
བཞོགས				
བཞོགས་པ				9
བཞོང				
བཞོད				
བཞོན				162
བཞོན་ཁལ				2
བཞོན་དྲེལ				
བཞོན་པ	VERB			1215
བཞོན་ཕྱུགས				
བཞོན་བཞིན་པ				
བཞོན་མ				13
བཞོན་ཟོ				
བཞོན་འཁོར				
བཞོན་འཛིན				
བཞོན་རྟ				2
བཞོར				4
བཞོལ				
བཞོས				
བཞོས་པ				7
བཞོས་སྐམ				
བཟ་ཚང				
བཟང	VERB			15759
བཟང་ཁྱི				1
བཟང་ཁྲག				1
བཟང་གོམས				
བཟང་གོས				26
བཟང་ངན	ADJ			3046
བཟང་ཆུ				8
བཟང་ཉམས				8
བཟང་དགུ				12
བཟང་དྲུག				115
བཟང་པ				
བཟང་པོ	ADJ			20455
བཟང་པོ་མ				
བཟང་ཕེབས				
བཟང་བ	VERB			2082
བཟང་བདག				
བཟང་བཙོན				2
བཟང་བཟང				
བཟང་བརྩོན				
བཟང་བསྒྱུར				
བཟང་བྱེད				
བཟང་མཁན				20
བཟང་མོ	ADJ			1446
བཟང་ཞན				
བཟང་ཟླ				9
བཟང་འགྲིག				
བཟང་འགྲོ				63
བཟང་འདོད				
བཟང་འབྲེལ				12
བཟང་འཛོམས				
བཟང་ཡག				
བཟང་རེ				
བཟང་རྒུ				
བཟང་རྟགས				
བཟང་རྟོག				
བཟང་ལན				28
བཟང་ལྡན	PROPN			339
བཟང་སྐར				
བཟང་སྐྱོང				742
བཟང་སྒྲིག				
བཟང་སྤྱོད	OTHER			280
བཟང་སྲི				
བཟང་སློབ				6
བཟངས				
བཟད				
བཟད་པ	VERB			1010
བཟན				
བཟན་ཆག				
བཟབ				
བཟབ་པ				
བཟབ་བརླིང				
བཟབས				
བཟབས་པ				2
བཟའ	NOUN			1308
བཟའ་ཁང				
བཟའ་གཏད				
བཟའ་གསུམ				
བཟའ་གྲོགས				
བཟའ་ཆ				
བཟའ་ཆས	OTHER			1
བཟའ་དཔོན				2
བཟའ་དྲུག				
བཟའ་ནར				
བཟའ་པ				
བཟའ་ཕ				
བཟའ་ཕྲན				1
བཟའ་བ	VERB			4044
བཟའ་བཅའ				540
བཟའ་བཅུ				
བཟའ་བཏུང	NOUN			2046
བཟའ་བཟོས་པ				
བཟའ་མ				9
བཟའ་མང				
བཟའ་མི	NOUN			184
བཟའ་མེད				
བཟའ་ཚང				
བཟའ་ཚོ				11
བཟའ་ཚོད				
བཟའ་ཟླ				2
བཟའ་འབྲུ				
བཟའ་འཚོ				
བཟའ་རིགས				
བཟའ་རུ				
བཟའ་རོགས				
བཟའ་ཤིང	NOUN			161
བཟའ་ཤུག				
བཟའ་སྐར				
བཟའ་སྣུམ				
བཟའ་སྣོད				1
བཟར				
བཟར་ཐག				
བཟར་བུ				
བཟས				
བཟས་པ				15
བཟི				
བཟི་ཁྱོམ				
བཟི་ཁྱོམ་ཁྱོམ				
